,suites,rooms,dorms,bwc,parking_spaces,private_area,total_area,total,variation,apartment,floor,dream_property,mcmv,academic_regions,digital_fair,subtype_name,lot,block,tags,royalty_value,latitude,longitude,address.complete,address.street,address.number,address.neighborhood,address.city,address.uf,address.complement
10893,4,,0,5,4,"0,00","300,00","2.800.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.4410583,-51.9630673,"Rua das Azaléias, 756 - Conjunto Habitacional Inocente Vila Nova Júnior, Maringá - PR",Rua das Azaléias,756,Conjunto Habitacional Inocente Vila Nova Júnior,Maringá,PR,
10894,4,,0,4,3,"222,00","380,00","2.800.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4236343417698870000000000,-51.9386597348738300000000000,"Avenida Xv de Novembro,  - Zona 01 Centro, Maringá - PR",Avenida Xv de Novembro,,Zona 01 Centro,Maringá,PR,
10895,4,,4,5,4,"0,00","341,00","2.800.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.4718342,-51.9063211,"Rua Jacob Porsak, 257 - Chácaras Aeroporto, Maringá - PR",Rua Jacob Porsak,257,Chácaras Aeroporto,Maringá,PR,
10896,4,,0,5,2,"0,00","280,00","2.800.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.361177,-52.00738,"Estrada Romeirinha, 2413 - Jardins de Monet Residence, Maringá - PR",Estrada Romeirinha,2413,Jardins de Monet Residence,Maringá,PR,
10897,2,,2,4,4,"0,00","450,00","2.800.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.4272962,-51.91628189999999,"Rua Neo Alves Martins, 170 - Zona 03, Maringá - PR",Rua Neo Alves Martins,170,Zona 03,Maringá,PR,
10898,4,,0,1,4,"0,00","280,00","2.800.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.360508258898573,-52.008472742050174,"Estrada Romeirinha, 2413, d, 48 - Jardins de Monet Residence, Maringá - PR",Estrada Romeirinha,2413,Jardins de Monet Residence,Maringá,PR,"d, 48"
10899,4,,0,6,4,"0,00","319,00","2.800.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4372118,-51.9628392,",  - Zona 05, Maringá - PR",,,Zona 05,Maringá,PR,
10900,3,,1,5,3,"0,00","341,00","2.800.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.472089,-51.906143,"Rua Jacob Porsak, 257, 257 - Chácaras Aeroporto, Maringá - PR",Rua Jacob Porsak,257,Chácaras Aeroporto,Maringá,PR,257
10901,3,,0,5,4,"217,00","0,00","2.800.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.42475090000000,-51.94445210000004,"Rua Silva Jardim, 205, 2701 - Zona 01 Centro, Maringá - PR",Rua Silva Jardim,205,Zona 01 Centro,Maringá,PR,2701
10902,3,,0,5,4,"0,00","272,00","2.800.000,00",0,,,0,0,0,False,Casa,,,[],0,,,"Rua Vitório Del Ângelo, 503 - Jardim Cidade Monções, Maringá - PR",Rua Vitório Del Ângelo,503,Jardim Cidade Monções,Maringá,PR,
10903,5,,0,7,4,"0,00","280,00","2.800.000,00",0,,,1,0,0,False,Casa e Sobrado em Condomínios,,,"[{'name': 'Financiável', 'order': 6}, {'name': 'Aceita permuta', 'order': 7}]",0,-23.3714357,-52.0072523,"Estrada Romeira,  - Gleba Ribeirão Centenário, Maringá - PR",Estrada Romeira,,Gleba Ribeirão Centenário,Maringá,PR,
10904,3,,0,5,3,"163,00","0,00","2.800.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4264696,-51.92722,"Avenida Laguna, 527, 2601 - Zona 03, Maringá - PR",Avenida Laguna,527,Zona 03,Maringá,PR,2601
10905,4,,0,0,6,"0,00","289,00","2.800.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.4441429,-51.912219,"Praça Henrique Fregadolli,  - Jardim Ipanema, Maringá - PR",Praça Henrique Fregadolli,,Jardim Ipanema,Maringá,PR,
10906,2,,3,5,4,"0,00","441,00","2.800.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.3758724563972250000000000,-51.9560514041923100000000000,"Rua Marçal Candido Siqueira,  - Jardim Monte Rei, Maringá - PR",Rua Marçal Candido Siqueira,,Jardim Monte Rei,Maringá,PR,
10907,0,,0,0,0,"0,00","0,00","2.800.000,00",0,,,1,0,0,False,Casa e Sobrado em Condomínios,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.399757813342,-51.84220022146,"Estrada Guaiapó,  - Gleba Ribeirão Sarandi, Maringá - PR",Estrada Guaiapó,,Gleba Ribeirão Sarandi,Maringá,PR,
10908,3,,0,5,4,"0,00","272,47","2.800.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4440275,-51.943983,"Rua Vitório Del Ângelo, 503, 503 - Jardim Cidade Monções, Maringá - PR",Rua Vitório Del Ângelo,503,Jardim Cidade Monções,Maringá,PR,503
10909,2,,3,6,7,"0,00","515,00","2.800.000,00",0,,,0,0,0,False,Sobrado,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4329986572265620000000000,-51.9342079162597660000000000,",  - Zona 02, Maringá - PR",,,Zona 02,Maringá,PR,
10910,3,,0,0,3,"222,00","377,00","2.800.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4234636,-51.9418817,"Avenida Xv de Novembro, 974, apto 601 - Zona 01 Centro, Maringá - PR",Avenida Xv de Novembro,974,Zona 01 Centro,Maringá,PR,apto 601
10911,4,,0,6,4,"0,00","331,00","2.800.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,"[{'name': 'Aceita permuta', 'order': 7}]",0,-23.4720500000000000000000000,-51.9061300000000000000000000,"Rua Jacob Porsak, 257 - Chácaras Aeroporto, Maringá - PR",Rua Jacob Porsak,257,Chácaras Aeroporto,Maringá,PR,
10912,3,,1,4,3,"0,00","558,97","2.800.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4209995,-51.9330558,"Rua Vitório Balani, 842, sobrado - Zona 05, Maringá - PR",Rua Vitório Balani,842,Zona 05,Maringá,PR,sobrado
10913,4,,0,5,4,"0,00","280,00","2.800.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.4209995,-51.9330558,"Rua X, 2413, 2413 - Jardins de Monet Residence, Maringá - PR",Rua X,2413,Jardins de Monet Residence,Maringá,PR,2413
10914,4,,0,7,4,"0,00","517,89","2.800.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.4293721,-51.9504045,"Rua Princesa Isabel, 1095 - Zona 04, Maringá - PR",Rua Princesa Isabel,1095,Zona 04,Maringá,PR,
10915,4,,0,5,4,"0,00","337,00","2.800.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.443889,-51.9473326,", 547, casa alto padrão - Jardim Cidade Monções, Maringá - PR",,547,Jardim Cidade Monções,Maringá,PR,casa alto padrão
10916,4,,0,3,2,"0,00","280,00","2.800.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.3620666,-52.0085711,"Estrada Romeirinha, 2413, casa 07 - Jardins de Monet Residence, Maringá - PR",Estrada Romeirinha,2413,Jardins de Monet Residence,Maringá,PR,casa 07
10917,0,,5,6,7,"0,00","515,00","2.800.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.4285753,-51.9325046,", 15 - Zona 02, Maringá - PR",,15,Zona 02,Maringá,PR,
10918,3,,0,5,2,"0,00","330,00","2.800.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.472089,-51.906143,"Rua Jacob Porsak, 257 - Chácaras Aeroporto, Maringá - PR",Rua Jacob Porsak,257,Chácaras Aeroporto,Maringá,PR,
10919,4,,1,1,2,"375,00","555,00","2.800.000,00",0,,,0,0,0,False,Apartamento,,,[],0,,,"Avenida Duque de Caxias, 151 - Zona 01 Centro, Maringá - PR",Avenida Duque de Caxias,151,Zona 01 Centro,Maringá,PR,
10920,4,,0,1,4,"0,00","341,00","2.800.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.4711229,-51.9064216,"Rua Jacob Porsak,  - Chácaras Aeroporto, Maringá - PR",Rua Jacob Porsak,,Chácaras Aeroporto,Maringá,PR,
10921,2,,1,5,2,"0,00","300,00","2.820.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.438175,-51.97449,"Avenida Pioneiro Antonio Ruiz Saldanha, 827 - Parque Industrial, Maringá - PR",Avenida Pioneiro Antonio Ruiz Saldanha,827,Parque Industrial,Maringá,PR,
10922,0,,3,4,0,"0,00","300,00","2.820.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,,,"Avenida Pioneiro Antonio Ruiz Saldanha,  - Parque Industrial, Maringá - PR",Avenida Pioneiro Antonio Ruiz Saldanha,,Parque Industrial,Maringá,PR,
10923,3,,0,3,0,"179,00","0,00","2.824.969,00",0,,,0,0,0,False,Apartamento,,,[],1,-23.4253098,-51.9449341,"Avenida Tiradentes, 1208, 1002 - Zona 01 Centro, Maringá - PR",Avenida Tiradentes,1208,Zona 01 Centro,Maringá,PR,1002
10924,3,,0,3,3,"180,00","0,00","2.834.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4427565,-51.9452109,"Avenida Joaquim Duarte Moleirinho, 2225, 1503 - Jardim Cidade Monções, Maringá - PR",Avenida Joaquim Duarte Moleirinho,2225,Jardim Cidade Monções,Maringá,PR,1503
10925,3,,0,4,3,"218,00","0,00","2.835.210,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4278938,-51.9258536,"Rua Henrique Dias, 679, 401 - Zona 03, Maringá - PR",Rua Henrique Dias,679,Zona 03,Maringá,PR,401
10926,3,,0,4,3,"218,00","0,00","2.835.210,00",0,401,4°,1,0,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.427947943987,-51.925912608598,"Rua Henrique Dias, 679, esquina com a rua inhaúna - Zona 03, Maringá - PR",Rua Henrique Dias,679,Zona 03,Maringá,PR,esquina com a rua inhaúna
10927,3,,0,4,3,"172,00","344,00","2.850.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4391285,-51.9397257,"Avenida Itororó, 1300 - Zona 02, Maringá - PR",Avenida Itororó,1300,Zona 02,Maringá,PR,
10928,3,,0,4,2,"207,00","0,00","2.850.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4245549,-51.9411256,"Rua Arthur Thomas, 830 - Zona 01 Centro, Maringá - PR",Rua Arthur Thomas,830,Zona 01 Centro,Maringá,PR,
10929,3,,0,3,3,"172,00","0,00","2.850.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4388402,-51.9396988,"Avenida Itororó, 1300, 201 - Zona 02, Maringá - PR",Avenida Itororó,1300,Zona 02,Maringá,PR,201
10930,3,,0,4,4,"211,00","0,00","2.850.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4372457965682270000000000,-51.9132604906963400000000000,"Avenida Guedner,  - Zona 08, Maringá - PR",Avenida Guedner,,Zona 08,Maringá,PR,
10931,3,,0,3,3,"179,00","0,00","2.850.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.42099950000000,-51.93305580000000,"Avenida Prudente de Morais, 65, 604 - Zona 07, Maringá - PR",Avenida Prudente de Morais,65,Zona 07,Maringá,PR,604
10932,3,,0,4,4,"218,00","0,00","2.853.000,00",0,2601,26,0,0,0,False,Apartamento,,,[],0,-23.4278938,-51.9258536,"Rua Henrique Dias, 679 - Zona 03, Maringá - PR",Rua Henrique Dias,679,Zona 03,Maringá,PR,
10933,3,,0,3,0,"218,00","0,00","2.853.120,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.427849,-51.92584,"Rua Henrique Dias, 679 - Zona 03, Maringá - PR",Rua Henrique Dias,679,Zona 03,Maringá,PR,
10934,3,,0,5,4,"222,00","0,00","2.880.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.42346360000000,-51.94188170000001,"Avenida Xv de Novembro, 974, 1901 - Zona 01 Centro, Maringá - PR",Avenida Xv de Novembro,974,Zona 01 Centro,Maringá,PR,1901
10935,3,,0,3,3,"179,85","0,00","2.889.435,00",0,,,0,0,0,False,Apartamento,,,[],1,-23.4253098,-51.9449341,"Avenida Tiradentes, 1208, 1902 - Zona 01 Centro, Maringá - PR",Avenida Tiradentes,1208,Zona 01 Centro,Maringá,PR,1902
10936,4,,1,5,4,"0,00","569,00","2.890.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.445898,-51.951209,"Rua Pioneiro José Vicente da Silva, 633 - Jardim Universo, Maringá - PR",Rua Pioneiro José Vicente da Silva,633,Jardim Universo,Maringá,PR,
10937,3,,0,5,4,"224,30","0,00","2.890.628,00",0,,,0,0,0,False,Apartamento,,,[],1,-23.4253098,-51.9449341,"Avenida Tiradentes, 1208, 301 - Zona 01 Centro, Maringá - PR",Avenida Tiradentes,1208,Zona 01 Centro,Maringá,PR,301
10938,1,,3,2,5,"0,00","383,00","2.900.000,00",0,,,0,0,0,False,Casa,,,[],0,,,",  - Zona 02, Maringá - PR",,,Zona 02,Maringá,PR,
10939,4,,0,6,4,"264,63","0,00","2.900.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4189072,-51.9339074,"Avenida Tamandaré, 100, 1801 - Zona 01 Centro, Maringá - PR",Avenida Tamandaré,100,Zona 01 Centro,Maringá,PR,1801
10940,2,,2,0,0,"0,00","527,20","2.900.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4209995,-51.9330558,"Rua Estácio de Sá,  - Zona 02, Maringá - PR",Rua Estácio de Sá,,Zona 02,Maringá,PR,
10941,4,,0,5,4,"234,36","0,00","2.900.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.424945,-51.93247,"Avenida Tiradentes, 38 - Zona 01 Centro, Maringá - PR",Avenida Tiradentes,38,Zona 01 Centro,Maringá,PR,
10942,3,,0,5,3,"0,00","316,00","2.900.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.436109895535488,-51.96289873070783,"Rua Imburana, 89 - Zona 05, Maringá - PR",Rua Imburana,89,Zona 05,Maringá,PR,
10943,2,,2,2,5,"0,00","413,00","2.900.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4333535,-51.9301421,"Rua Estácio de Sá, 151 - Zona 02, Maringá - PR",Rua Estácio de Sá,151,Zona 02,Maringá,PR,
10944,3,,1,2,5,"0,00","527,00","2.900.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.42722600,-51.93391800,"Rua Estácio de Sá, 151 - Zona 02, Maringá - PR",Rua Estácio de Sá,151,Zona 02,Maringá,PR,
10945,3,,1,5,4,"0,00","397,00","2.900.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.3935785,-51.9360176,"Avenida Xv de Novembro, 974 - Zona 01 Centro, Maringá - PR",Avenida Xv de Novembro,974,Zona 01 Centro,Maringá,PR,
10946,2,,2,4,5,"0,00","412,00","2.900.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.4272416,-51.9343199,"Rua Estácio de Sá, 164, 164 - Zona 02, Maringá - PR",Rua Estácio de Sá,164,Zona 02,Maringá,PR,164
10947,0,,0,0,0,"0,00","428,45","2.900.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.4235866,-51.9252251,"Rua Santos Dumont, 1245 - Zona 03, Maringá - PR",Rua Santos Dumont,1245,Zona 03,Maringá,PR,
10948,3,,1,0,4,"264,00","0,00","2.900.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.418739,-51.93395,"Avenida Tamandaré, 100 - Zona 01 Centro, Maringá - PR",Avenida Tamandaré,100,Zona 01 Centro,Maringá,PR,
10949,2,,2,4,4,"0,00","412,00","2.900.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.427176,-51.93389,"Rua Estácio de Sá, 151 - Zona 02, Maringá - PR",Rua Estácio de Sá,151,Zona 02,Maringá,PR,
10950,3,,0,5,4,"211,00","0,00","2.900.000,00",0,2501,25,0,0,0,False,Apartamento,,,[],0,,,"Avenida Guedner, 787 - Zona 08, Maringá - PR",Avenida Guedner,787,Zona 08,Maringá,PR,
10951,3,,0,1,3,"176,00","0,00","2.900.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.42469000,-51.93700200,"Rua Arthur Thomas, 930, 10, 1001 - Zona 01 Centro, Maringá - PR",Rua Arthur Thomas,930,Zona 01 Centro,Maringá,PR,"10, 1001"
10952,3,,0,5,4,"381,33","610,99","2.900.000,00",0,21,2102,0,0,0,False,Duplex,,,"[{'name': 'Aceita permuta', 'order': 7}]",0,-23.4236724,-51.9468536,"Rua Joaquim Nabuco, 163, cobertura duplex - Zona 04, Maringá - PR",Rua Joaquim Nabuco,163,Zona 04,Maringá,PR,cobertura duplex
10953,2,,2,4,8,"0,00","383,00","2.900.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4271617012274650000000000,-51.9339224194139250000000000,"Rua Estácio de Sá,  - Vila Bosque, Maringá - PR",Rua Estácio de Sá,,Vila Bosque,Maringá,PR,
10954,3,,0,4,4,"179,00","0,00","2.900.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4387688,-51.9136475,"Avenida Guedner, 963, 2501 - Zona 08, Maringá - PR",Avenida Guedner,963,Zona 08,Maringá,PR,2501
10955,3,,0,4,3,"180,00","0,00","2.917.254,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4427566528320300000000000,-51.9452095031738300000000000,",  - Jardim Cidade Monções, Maringá - PR",,,Jardim Cidade Monções,Maringá,PR,
10956,4,,0,5,2,"0,00","273,00","2.930.000,00",0,,,0,0,0,False,Casa,,,[],0,,,",  - Jardins de Monet Residence, Maringá - PR",,,Jardins de Monet Residence,Maringá,PR,
10957,3,,1,5,2,"0,00","273,43","2.930.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.3620666,-52.0085711,"Estrada Romeirinha, 2413 - Jardins de Monet Residence, Maringá - PR",Estrada Romeirinha,2413,Jardins de Monet Residence,Maringá,PR,
10958,4,,0,5,0,"0,00","273,43","2.930.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.362056,-52.0085815,"Estrada Romeirinha, 2413, 2413 - Jardins de Monet Residence, Maringá - PR",Estrada Romeirinha,2413,Jardins de Monet Residence,Maringá,PR,2413
10959,3,,0,5,4,"194,00","401,00","2.940.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4234885,-51.9449021,"Avenida Xv de Novembro, 1266, apartamento 3401 - Zona 01 Centro, Maringá - PR",Avenida Xv de Novembro,1266,Zona 01 Centro,Maringá,PR,apartamento 3401
10960,5,,0,7,4,"0,00","516,00","2.950.000,00",0,,,0,0,0,False,Casa,,,[],0,19.47695020648841,24.08203125000000,"Rua Pioneiro José Vicente da Silva, 633 - Jardim Universo, Maringá - PR",Rua Pioneiro José Vicente da Silva,633,Jardim Universo,Maringá,PR,
10961,4,,0,1,3,"239,00","0,00","2.950.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4209995,-51.9330558,"Avenida Xv de Novembro,  - Zona 01 Centro, Maringá - PR",Avenida Xv de Novembro,,Zona 01 Centro,Maringá,PR,
10962,1,,2,4,2,"0,00","315,00","2.950.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.45060190000000,-51.93160220000000,"Avenida Cerro Azul, 2649, 34 - Jardim Novo Horizonte, Maringá - PR",Avenida Cerro Azul,2649,Jardim Novo Horizonte,Maringá,PR,34
10963,4,,4,5,4,"0,00","300,00","2.950.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.472089,-51.906143,"Rua Jacob Porsak, 257 - Chácaras Aeroporto, Maringá - PR",Rua Jacob Porsak,257,Chácaras Aeroporto,Maringá,PR,
10964,4,,0,5,4,"0,00","300,00","2.950.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.4711229,-51.9064216,"Rua Jacob Porsak, 257 - Chácaras Aeroporto, Maringá - PR",Rua Jacob Porsak,257,Chácaras Aeroporto,Maringá,PR,
10965,2,,0,2,0,"0,00","520,00","2.950.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.4083706,-51.910649,"Rua Maracaibo, 1222, 1222 - Vila Morangueira, Maringá - PR",Rua Maracaibo,1222,Vila Morangueira,Maringá,PR,1222
10966,4,,0,5,4,"0,00","559,00","2.950.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.4459155,-51.9511108,"Rua Pioneiro José Vicente da Silva, 637, 637 - Jardim Cidade Monções, Maringá - PR",Rua Pioneiro José Vicente da Silva,637,Jardim Cidade Monções,Maringá,PR,637
10967,3,,0,5,2,"0,00","300,00","2.950.000,00",0,,,1,0,0,False,Sobrado,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4380888,-51.9744267,"Avenida Pioneiro Antonio Ruiz Saldanha, 827, condomínio residencial vinhedo - Parque Industrial, Maringá - PR",Avenida Pioneiro Antonio Ruiz Saldanha,827,Parque Industrial,Maringá,PR,condomínio residencial vinhedo
10968,3,,0,5,3,"0,00","360,00","2.950.000,00",0,,,0,0,0,False,Sobrado,,,[],0,-23.4458999,-51.957651,"Rua Pioneiro Diogo Martins Esteves, 1672, 1672 - Jardim Iguaçu, Maringá - PR",Rua Pioneiro Diogo Martins Esteves,1672,Jardim Iguaçu,Maringá,PR,1672
10969,3,,2,4,5,"0,00","716,00","2.950.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.43424900,-51.95408800,"Rua Conselheiro Tobias, 208 - Zona 04, Maringá - PR",Rua Conselheiro Tobias,208,Zona 04,Maringá,PR,
10970,4,,0,5,4,"0,00","300,00","2.950.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.4720897674560550000000000,-51.9061431884765600000000000,",  - Chácaras Aeroporto, Maringá - PR",,,Chácaras Aeroporto,Maringá,PR,
10971,1,,3,2,0,"0,00","279,00","2.960.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.358036,-51.9001815,"Rodovia Pr-317, 7001, 7001 - Parque Industrial 200, Maringá - PR",Rodovia Pr-317,7001,Parque Industrial 200,Maringá,PR,7001
10972,0,,0,0,0,"0,00","0,00","2.968.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.4475751,-51.9806281,"Avenida Pioneiro Antonio Ruiz Saldanha,  - Parque Industrial, Maringá - PR",Avenida Pioneiro Antonio Ruiz Saldanha,,Parque Industrial,Maringá,PR,
10973,4,,0,5,6,"0,00","475,29","2.970.000,00",0,,,1,0,0,False,Sobrado,,,"[{'name': 'Financiável', 'order': 6}, {'name': 'Aceita permuta', 'order': 7}]",0,-23.4209995,-51.9330558,"Rua Pioneiro Benjamin Fernandes Dias, 179 - Jardim Iguaçu, Maringá - PR",Rua Pioneiro Benjamin Fernandes Dias,179,Jardim Iguaçu,Maringá,PR,
10974,3,,1,4,2,"0,00","295,17","2.980.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.472089,-51.906143,"Rua Jacob Porsak, 257 - Chácaras Aeroporto, Maringá - PR",Rua Jacob Porsak,257,Chácaras Aeroporto,Maringá,PR,
10975,3,,0,5,6,"0,00","292,00","2.980.000,00",0,,,1,0,0,False,Casa e Sobrado em Condomínios,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.361177,-52.00738,"Estrada Romeirinha, 2413 - Jardins de Monet Residence, Maringá - PR",Estrada Romeirinha,2413,Jardins de Monet Residence,Maringá,PR,
10976,1,,2,3,13,"0,00","196,00","2.980.000,00",0,,,1,0,0,False,Casa e Sobrado em Condomínios,,,"[{'name': 'Financiável', 'order': 6}, {'name': 'Aceita permuta', 'order': 7}]",0,-23.401656,-51.8776409,"Estrada Zaúna,  - Gleba Ribeirão Sarandi, Maringá - PR",Estrada Zaúna,,Gleba Ribeirão Sarandi,Maringá,PR,
10977,4,,0,5,3,"207,00","343,00","2.990.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.4245548248291000000000000,-51.9411239624023440000000000,"Rua Arthur Thomas, 830 - Zona 01 Centro, Maringá - PR",Rua Arthur Thomas,830,Zona 01 Centro,Maringá,PR,
10978,0,,0,0,0,"0,00","559,00","2.990.000,00",0,,,1,0,0,False,Sobrado,,,"[{'name': 'Financiável', 'order': 6}]",0,,,"Rua Divino Bortolotto,  - Jardim Cidade Monções, Maringá - PR",Rua Divino Bortolotto,,Jardim Cidade Monções,Maringá,PR,
10979,4,,0,5,3,"0,00","291,54","2.990.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.362056,-52.0085815,"Estrada Romeirinha, 2413a, 2413a - Jardins de Monet Residence, Maringá - PR",Estrada Romeirinha,2413a,Jardins de Monet Residence,Maringá,PR,2413a
10980,3,,0,3,3,"179,00","295,00","2.990.000,00",0,,,0,0,0,False,Apartamento,,,"[{'name': 'Financiável', 'order': 6}, {'name': 'Aceita permuta', 'order': 7}]",0,-23.4163532257080080000000000,-51.9334640502929700000000000,",  - Zona 07, Maringá - PR",,,Zona 07,Maringá,PR,
10981,4,,0,5,3,"0,00","310,00","2.990.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,[],0,-23.446463,-51.972966,"Rua Prefeito Sadao Inaoka, 351 - Parque Industrial, Maringá - PR",Rua Prefeito Sadao Inaoka,351,Parque Industrial,Maringá,PR,
10982,4,,0,6,3,"0,00","291,54","2.990.000,00",0,,,1,0,0,False,Casa e Sobrado em Condomínios,,,"[{'name': 'Financiável', 'order': 6}]",0,-23.361177,-52.00738,"Estrada Romeirinha, 2413 - Jardins de Monet Residence, Maringá - PR",Estrada Romeirinha,2413,Jardins de Monet Residence,Maringá,PR,
10983,3,,0,2,3,"164,00","318,93","3.000.000,00",0,202,4,1,0,0,False,Apartamento,,,"[{'name': 'Aceita permuta', 'order': 7}]",0,-23.42336032696247,-51.927771165704925,"Rua Neo Alves Martins,  - Zona 01 Centro, Maringá - PR",Rua Neo Alves Martins,,Zona 01 Centro,Maringá,PR,
10984,4,,15,8,28,"0,00","808,00","3.000.000,00",0,,,0,0,0,False,Casa,,,[],0,-23.44251800,-51.92259100,"Rua Doutor Saulo Porto Virmond,  - Chácara Paulista, Maringá - PR",Rua Doutor Saulo Porto Virmond,,Chácara Paulista,Maringá,PR,
10985,4,,0,2,4,"217,00","425,00","3.000.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.42463300,-51.94439800,"Rua Silva Jardim, 205, apto 3101, 31° andar, 3101 apto - Zona 01 Centro, Maringá - PR",Rua Silva Jardim,205,Zona 01 Centro,Maringá,PR,"apto 3101, 31° andar, 3101 apto"
10986,4,,0,5,3,"0,00","300,00","3.000.000,00",0,,,0,0,0,False,Casa e Sobrado em Condomínios,,,"[{'name': 'Aceita permuta', 'order': 7}]",0,-23.472089,-51.906143,"Rua Jacob Porsak, 257 - Chácaras Aeroporto, Maringá - PR",Rua Jacob Porsak,257,Chácaras Aeroporto,Maringá,PR,
10987,3,,0,1,3,"179,00","295,00","3.000.000,00",0,,,0,0,0,False,Apartamento,,,[],0,-23.41586800,-51.93506800,"Avenida Prudente de Morais, 65 - Zona Armazém, Maringá - PR",Avenida Prudente de Morais,65,Zona Armazém,Maringá,PR,
